city,state,county,street1,street2,zipcode,latitude,longitude,province,footnotes,isvalidated,dpvfootnotes,dpvmatchcode,lasclinkcode,lasclinkindicator,latlongprecision,suitelinkmatch
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,2880 S. COLORADO BLVD.,,80220,39.66477,-104.94067,,"A - The address was found to have a different 5-digit ZIP Code than given in the submitted list. The correct ZIP Code is shown in the ZIP Code field | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
CASTLE ROCK,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,5650 ALLEN WAY,,80108,39.41148,-104.86015,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,98 WADSWORTH BLVD,UNIT 112,80226,39.71699,-105.08003,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
LOVELAND,"{""code"": ""CO"", ""name"": ""Colorado""}",,1440 EAST LINCOLN AVE,,80538,0,0,,,FALSE,,,,,,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
VAIL,"{""code"": ""CO"", ""name"": ""Colorado""}",Eagle,2131 NORTH FRONTAGE ROAD WEST,,81657,39.63042,-106.41755,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALLIANCE,"{""code"": ""NE"", ""name"": ""Nebraska""}",Box Butte,500 EAST THIRD STREET,,69301,42.09714,-102.877,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LITTLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,5025 SOUTH KIPLING,,80127,39.6252,-105.10993,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
SALT LAKE CITY,"{""code"": ""UT"", ""name"": ""Utah""}",Salt Lake,216 S 700 E,,84102,40.76464,-111.87153,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
AURORA,"{""code"": ""CO"", ""name"": ""Colorado""}",,,,12345,0,0,,,FALSE,,,,,,FALSE
FORT LUPTON,"{""code"": ""CO"", ""name"": ""Colorado""}",Weld,1300 DEXTER STREET,,80621,40.0793,-104.80264,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
RAPID CITY,"{""code"": ""SD"", ""name"": ""South Dakota""}",Pennington,2120 MOUNT RUSHMORE RD,,57701,44.06527,-103.23232,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
SIDNEY,"{""code"": ""NE"", ""name"": ""Nebraska""}",Cheyenne,1944 ILLINOIS STREET,,69162,41.1446,-102.98829,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAMAR,"{""code"": ""CO"", ""name"": ""Colorado""}",Prowers,906 E. OLIVE,,81052,38.08839,-102.6039,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,1426 E. HARMONY ROAD,,80525,40.52464,-105.05181,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
GRAND JUNCTION,"{""code"": ""CO"", ""name"": ""Colorado""}",Mesa,1450 W. INDEPENDENT AVE.,,81505,39.08093,-108.58469,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
LAKEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,98 WADSWORTH BLVD,UNIT 112,80226,39.71699,-105.08003,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,13150 CENTRAL AVE. SE,,87123,35.06848,-106.501,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
PARKER,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,9751 S. PARKER ROAD,,80134,39.53918,-104.77128,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,731 S. LEMAY,,80524,40.57743,-105.05796,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,4345 CORBETT DR,,80528,40.53824,-105.03042,,A - The address was found to have a different 5-digit ZIP Code than given in the submitted list. The correct ZIP Code is shown in the ZIP Code field | ,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
SPEARFISH,"{""code"": ""SD"", ""name"": ""South Dakota""}",Lawrence,1606 NORTH AVENUE,,57783,44.49951,-103.85973,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
GLENWOOD SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",Garfield,2001 GRAND,,81601,39.53218,-107.32651,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
HOLLADAY,"{""code"": ""UT"", ""name"": ""Utah""}",Salt Lake,1785 E MURRAY HOLLADAY RD,,84117,40.66723,-111.84091,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
AURORA,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,1677 S. HAVANA,,80012,39.68635,-104.86604,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,460-A SOUTH COLLEGE,,80524,40.58221,-105.07629,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
IDAHO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",Clear Creek,2425 MINER STREET,,80452,39.74068,-105.50467,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | R7 - Confirmed as a valid address that doesn't currently receive US Postal Service street delivery | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ENGLEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,201 EAST JEFFERSON,,80113,39.65145,-104.98471,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD NW,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
GREENWOOD VILLAGE,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,8557 E. ARAPHOE RD,#B,80112,39.59249,-104.889,,M - The spelling of the street name was changed in order to achieve a match | ,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip7,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,10701 CORRALES RD. NW,,87114,35.20722,-106.64305,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
CASTLE ROCK,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,5650 ALLEN WAY,,80108,39.41148,-104.86015,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,13150 CENTRAL AVE. SE,,87123,35.06848,-106.501,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
